Unnamed: 0,route_id,stop_id,stop_name,route_start_name,route_end_name
0,1,1,THIRUVOTRIYUR,THIRUVOTRIYUR,THIRUVANMIYUR
1,1,2,THIRUVOTRIYUR TEMPLE,THIRUVOTRIYUR,THIRUVANMIYUR
2,1,3,THANGAL,THIRUVOTRIYUR,THIRUVANMIYUR
3,1,4,ANNA NAGAR,THIRUVOTRIYUR,THIRUVANMIYUR
4,1,5,ROYAPURAM P.S,THIRUVOTRIYUR,THIRUVANMIYUR
5,1,6,CLIVE BATTERY,THIRUVOTRIYUR,THIRUVANMIYUR
6,1,7,PARRYS,THIRUVOTRIYUR,THIRUVANMIYUR
7,1,8,M.G.R.CENTRAL,THIRUVOTRIYUR,THIRUVANMIYUR
8,1,9,P.OR & SONS,THIRUVOTRIYUR,THIRUVANMIYUR
9,1,10,WESLEY H.S,THIRUVOTRIYUR,THIRUVANMIYUR
10,1,11,Y.M.I.A,THIRUVOTRIYUR,THIRUVANMIYUR
11,1,12,MANDAVELI,THIRUVOTRIYUR,THIRUVANMIYUR
12,1,13,A.M.S.HOSPITAL,THIRUVOTRIYUR,THIRUVANMIYUR
13,1,14,ADYAR O.T.,THIRUVOTRIYUR,THIRUVANMIYUR
14,1,15,ADYAR DEPOT,THIRUVOTRIYUR,THIRUVANMIYUR
15,1,16,THIRUVANMIYUR,THIRUVOTRIYUR,THIRUVANMIYUR
16,101,1,THIRUVOTRIYUR,THIRUVOTRIYUR,POONAMALLEE
17,101,2,THRUVOTRIYUR TEMPLE,THIRUVOTRIYUR,POONAMALLEE
18,101,3,THANGAL,THIRUVOTRIYUR,POONAMALLEE
19,101,4,ANNA NAGAR,THIRUVOTRIYUR,POONAMALLEE
20,101,5,ROYAPURAM P.S,THIRUVOTRIYUR,POONAMALLEE
21,101,6,CLIVE BATTERY,THIRUVOTRIYUR,POONAMALLEE
22,101,7,PARRYS,THIRUVOTRIYUR,POONAMALLEE
23,101,8,M.G.R.CENTRAL,THIRUVOTRIYUR,POONAMALLEE
24,101,9,DASAPRAKASH,THIRUVOTRIYUR,POONAMALLEE
25,101,10,TAYLORS ROAD,THIRUVOTRIYUR,POONAMALLEE
26,101,11,AMINJIKARAI,THIRUVOTRIYUR,POONAMALLEE
27,101,12,NADUVANKARAI,THIRUVOTRIYUR,POONAMALLEE
28,101,13,ARUMBAKKAM,THIRUVOTRIYUR,POONAMALLEE
29,101,14,NERKUNDRAM,THIRUVOTRIYUR,POONAMALLEE
30,101,15,MADURAVOYAL,THIRUVOTRIYUR,POONAMALLEE
31,101,16,VAANAGARAM,THIRUVOTRIYUR,POONAMALLEE
32,101,17,VELAPPANCHAVADI,THIRUVOTRIYUR,POONAMALLEE
33,101,18,KUMUNANCHAVADI,THIRUVOTRIYUR,POONAMALLEE
34,101,19,POONAMALLEE,THIRUVOTRIYUR,POONAMALLEE
35,102,1,BROADWAY,BROADWAY,KELAMBAKKAM
36,102,2,SECRETARIAT,BROADWAY,KELAMBAKKAM
37,102,3,CHEPAUK,BROADWAY,KELAMBAKKAM
38,102,4,Q.M.C,BROADWAY,KELAMBAKKAM
39,102,5,FORESHORE ESTATE,BROADWAY,KELAMBAKKAM
40,102,6,A.M.S.HOSPITAL,BROADWAY,KELAMBAKKAM
41,102,7,ADYAR O.T.,BROADWAY,KELAMBAKKAM
42,102,8,INDIRA NAGAR WATER TANK,BROADWAY,KELAMBAKKAM
43,102,9,SRP TOOLS,BROADWAY,KELAMBAKKAM
44,102,10,KANDANCHAVADI,BROADWAY,KELAMBAKKAM
45,102,11,THORAPPAKKAM TEA SHOP,BROADWAY,KELAMBAKKAM
46,102,12,MOOTAKARAN CHAVADI,BROADWAY,KELAMBAKKAM
47,102,13,KARAPAKKAM,BROADWAY,KELAMBAKKAM
48,102,14,SHOZHANGANALLUR P.U.OFFICE,BROADWAY,KELAMBAKKAM
49,102,15,KUMARAN NAGAR,BROADWAY,KELAMBAKKAM
50,102,16,SEMMANCHERI,BROADWAY,KELAMBAKKAM
51,102,17,NAVALUR,BROADWAY,KELAMBAKKAM
52,102,18,CHURCH,BROADWAY,KELAMBAKKAM
53,102,19,PALAVASTHIC CHEMICALS,BROADWAY,KELAMBAKKAM
54,102,20,HINDUSTAN ENG. COLLEGE,BROADWAY,KELAMBAKKAM
55,102,21,KELAMBAKKAM,BROADWAY,KELAMBAKKAM
56,102A,1,THIRUVANMIYUR,THIRUVANMIYUR,PUDUPAKKAM/VANDALOOR RD.J
57,102A,2,SRP TOOLS,THIRUVANMIYUR,PUDUPAKKAM/VANDALOOR RD.J
58,102A,3,KANDANCHAVADI,THIRUVANMIYUR,PUDUPAKKAM/VANDALOOR RD.J
59,102A,4,THORAPPAKKAM TEA SHOP,THIRUVANMIYUR,PUDUPAKKAM/VANDALOOR RD.J
60,102A,5,MOOTAKARAN CHAVADI,THIRUVANMIYUR,PUDUPAKKAM/VANDALOOR RD.J
61,102A,6,KARAPAKKAM,THIRUVANMIYUR,PUDUPAKKAM/VANDALOOR RD.J
62,102A,7,SHOZHANGANALLUR P.U.OFFICE,THIRUVANMIYUR,PUDUPAKKAM/VANDALOOR RD.J
63,102A,8,KUMARAN NAGAR,THIRUVANMIYUR,PUDUPAKKAM/VANDALOOR RD.J
64,102A,9,SEMMANCHERI,THIRUVANMIYUR,PUDUPAKKAM/VANDALOOR RD.J
65,102A,10,NAVALUR,THIRUVANMIYUR,PUDUPAKKAM/VANDALOOR RD.J
66,102A,11,SIPCOT,THIRUVANMIYUR,PUDUPAKKAM/VANDALOOR RD.J
67,102A,12,SIRUSERI I.T.PARK,THIRUVANMIYUR,PUDUPAKKAM/VANDALOOR RD.J
68,102A,13,PUDUPAKKAM P.U.O.,THIRUVANMIYUR,PUDUPAKKAM/VANDALOOR RD.J
69,102A,14,PUDUPAKKAM/VANDALOOR RD.J,THIRUVANMIYUR,PUDUPAKKAM/VANDALOOR RD.J
70,102C,1,BROADWAY,BROADWAY,SEMMANCHERI S.C.B.
71,102C,2,SECRETARIAT,BROADWAY,SEMMANCHERI S.C.B.
72,102C,3,CHEPAUK,BROADWAY,SEMMANCHERI S.C.B.
73,102C,4,Q.M.C,BROADWAY,SEMMANCHERI S.C.B.
74,102C,5,FORESHORE ESTATE,BROADWAY,SEMMANCHERI S.C.B.
75,102C,6,A.M.S.HOSPITAL,BROADWAY,SEMMANCHERI S.C.B.
76,102C,7,ADYAR O.T.,BROADWAY,SEMMANCHERI S.C.B.
77,102C,8,ADYAR DEPOT,BROADWAY,SEMMANCHERI S.C.B.
78,102C,9,SRP TOOLS,BROADWAY,SEMMANCHERI S.C.B.
79,102C,10,KANDANCHAVADI,BROADWAY,SEMMANCHERI S.C.B.
80,102C,11,THORAPPAKKAM TEA SHOP,BROADWAY,SEMMANCHERI S.C.B.
81,102C,12,MOOTAKARAN CHAVADI,BROADWAY,SEMMANCHERI S.C.B.
82,102C,13,KARAPAKKAM,BROADWAY,SEMMANCHERI S.C.B.
83,102C,14,SHOZHANGANALLUR P.U.OFFICE,BROADWAY,SEMMANCHERI S.C.B.
84,102C,15,KUMARAN NAGAR,BROADWAY,SEMMANCHERI S.C.B.
85,102C,16,NUCLEUS COMPANY,BROADWAY,SEMMANCHERI S.C.B.
86,102C,17,SEMMANCHERI S.C.B.,BROADWAY,SEMMANCHERI S.C.B.
87,102CT,1,THIRUVANMIYUR,THIRUVANMIYUR,SIRUSERI I.T.PARK
88,102CT,2,SRP TOOLS,THIRUVANMIYUR,SIRUSERI I.T.PARK
89,102CT,3,KANDANCHAVADI,THIRUVANMIYUR,SIRUSERI I.T.PARK
90,102CT,4,THORAPPAKKAM TEA SHOP,THIRUVANMIYUR,SIRUSERI I.T.PARK
91,102CT,5,MOOTAKARAN CHAVADI,THIRUVANMIYUR,SIRUSERI I.T.PARK
92,102CT,6,KARAPAKKAM,THIRUVANMIYUR,SIRUSERI I.T.PARK
93,102CT,7,SHOZHANGANALLUR P.U.OFFICE,THIRUVANMIYUR,SIRUSERI I.T.PARK
94,102CT,8,KUMARAN NAGAR,THIRUVANMIYUR,SIRUSERI I.T.PARK
95,102CT,9,SEMMANCHERI,THIRUVANMIYUR,SIRUSERI I.T.PARK
96,102CT,10,NAVALUR,THIRUVANMIYUR,SIRUSERI I.T.PARK
97,102CT,11,SIPCOT,THIRUVANMIYUR,SIRUSERI I.T.PARK
98,102CT,12,SIRUSERI I.T.PARK,THIRUVANMIYUR,SIRUSERI I.T.PARK
99,102K,1,BROADWAY,BROADWAY,KANNAGI NAGAR S.C.B.
100,102K,2,SECRETARIAT,BROADWAY,KANNAGI NAGAR S.C.B.
101,102K,3,CHEPAUK,BROADWAY,KANNAGI NAGAR S.C.B.
102,102K,4,Q.M.C,BROADWAY,KANNAGI NAGAR S.C.B.
103,102K,5,FORESHORE ESTATE,BROADWAY,KANNAGI NAGAR S.C.B.
104,102K,6,A.M.S.HOSPITAL,BROADWAY,KANNAGI NAGAR S.C.B.
105,102K,7,ADYAR O.T.,BROADWAY,KANNAGI NAGAR S.C.B.
106,102K,8,INDIRA NAGAR,BROADWAY,KANNAGI NAGAR S.C.B.
107,102K,9,SRP TOOLS,BROADWAY,KANNAGI NAGAR S.C.B.
108,102K,10,KANDANCHAVADI,BROADWAY,KANNAGI NAGAR S.C.B.
109,102K,11,THORAPPAKKAM TEA SHOP,BROADWAY,KANNAGI NAGAR S.C.B.
110,102K,12,THORAPPAKKAM P.T.C COLONY,BROADWAY,KANNAGI NAGAR S.C.B.
111,102K,13,KANNAGI NAGAR S.C.B.,BROADWAY,KANNAGI NAGAR S.C.B.
112,102K#,1,BROADWAY,BROADWAY,KANNAGI NAGAR S.C.B.
113,102K#,2,SECRETARIAT,BROADWAY,KANNAGI NAGAR S.C.B.
114,102K#,3,CHEPAUK,BROADWAY,KANNAGI NAGAR S.C.B.
115,102K#,4,Q.M.C,BROADWAY,KANNAGI NAGAR S.C.B.
116,102K#,5,FORESHORE ESTATE,BROADWAY,KANNAGI NAGAR S.C.B.
117,102K#,6,A.M.S.HOSPITAL,BROADWAY,KANNAGI NAGAR S.C.B.
118,102K#,7,ADYAR O.T.,BROADWAY,KANNAGI NAGAR S.C.B.
119,102K#,8,INDIRA NAGAR,BROADWAY,KANNAGI NAGAR S.C.B.
120,102K#,9,SRP TOOLS,BROADWAY,KANNAGI NAGAR S.C.B.
121,102K#,10,KANDANCHAVADI,BROADWAY,KANNAGI NAGAR S.C.B.
122,102K#,11,THORAPPAKKAM TEA SHOP,BROADWAY,KANNAGI NAGAR S.C.B.
123,102K#,12,THORAPPAKKAM P.T.C COLONY,BROADWAY,KANNAGI NAGAR S.C.B.
124,102K#,13,KANNAGI NAGAR S.C.B.,BROADWAY,KANNAGI NAGAR S.C.B.
125,102M,1,ADYAR B.S.,ADYAR B.S.,MANAMATHI
126,102M,2,ADYAR DEPOT,ADYAR B.S.,MANAMATHI
127,102M,3,SRP TOOLS,ADYAR B.S.,MANAMATHI
128,102M,4,KANDANCHAVADI,ADYAR B.S.,MANAMATHI
129,102M,5,THORAPPAKKAM TEA SHOP,ADYAR B.S.,MANAMATHI
130,102M,6,MOOTAKARAN CHAVADI,ADYAR B.S.,MANAMATHI
131,102M,7,KARAPAKKAM,ADYAR B.S.,MANAMATHI
132,102M,8,SHOZHANGANALLUR P.U.OFFICE,ADYAR B.S.,MANAMATHI
133,102M,9,KUMARAN NAGAR,ADYAR B.S.,MANAMATHI
134,102M,10,SEMMANCHERI,ADYAR B.S.,MANAMATHI
135,102M,11,NAVALUR,ADYAR B.S.,MANAMATHI
136,102M,12,CHURCH,ADYAR B.S.,MANAMATHI
137,102M,13,PALAVASTHIC CHEMICALS,ADYAR B.S.,MANAMATHI
138,102M,14,HINDUSTAN ENG. COLLEGE,ADYAR B.S.,MANAMATHI
139,102M,15,KELAMBAKKAM,ADYAR B.S.,MANAMATHI
140,102M,16,CHENGAMMAL RD. JN.,ADYAR B.S.,MANAMATHI
141,102M,17,KOMAN NAGAR RD JN.,ADYAR B.S.,MANAMATHI
142,102M,18,KALAVAKKAM TEA STALL,ADYAR B.S.,MANAMATHI
143,102M,19,THIRUPORUR,ADYAR B.S.,MANAMATHI
144,102M,20,MANAMATHI ROAD JN,ADYAR B.S.,MANAMATHI
145,102M,21,CHIRUTHAVOOR JN.,ADYAR B.S.,MANAMATHI
146,102M,22,AMMUR COLONY,ADYAR B.S.,MANAMATHI
147,102M,23,KALAVAKKAM,ADYAR B.S.,MANAMATHI
148,102M,24,MANAMATHI SCHOOL,ADYAR B.S.,MANAMATHI
149,102M,25,MANAMATHI,ADYAR B.S.,MANAMATHI
150,102P,1,BROADWAY,BROADWAY,PERUMPAKKAM S.C.B.
151,102P,2,SECRETARIAT,BROADWAY,PERUMPAKKAM S.C.B.
152,102P,3,CHEPAUK,BROADWAY,PERUMPAKKAM S.C.B.
153,102P,4,Q.M.C,BROADWAY,PERUMPAKKAM S.C.B.
154,102P,5,FORESHORE ESTATE,BROADWAY,PERUMPAKKAM S.C.B.
155,102P,6,A.M.S.HOSPITAL,BROADWAY,PERUMPAKKAM S.C.B.
156,102P,7,ADYAR O.T.,BROADWAY,PERUMPAKKAM S.C.B.
157,102P,8,ADYAR DEPOT,BROADWAY,PERUMPAKKAM S.C.B.
158,102P,9,SRP TOOLS,BROADWAY,PERUMPAKKAM S.C.B.
159,102P,10,KANDANCHAVADI,BROADWAY,PERUMPAKKAM S.C.B.
160,102P,11,THORAPPAKKAM TEA SHOP,BROADWAY,PERUMPAKKAM S.C.B.
161,102P,12,MOOTAKARAN CHAVADI,BROADWAY,PERUMPAKKAM S.C.B.
162,102P,13,KARAPAKKAM,BROADWAY,PERUMPAKKAM S.C.B.
163,102P,14,SHOZHANGANALLUR P.U.OFFICE,BROADWAY,PERUMPAKKAM S.C.B.
164,102P,15,KUMARAN NAGAR,BROADWAY,PERUMPAKKAM S.C.B.
165,102P,16,NUCLEUS COMPANY,BROADWAY,PERUMPAKKAM S.C.B.
166,102P,17,PERUMPAKKAM S.C.B.,BROADWAY,PERUMPAKKAM S.C.B.
167,102S,1,BROADWAY,BROADWAY,OKK.THORAIPAKM SEC.COLONY
168,102S,2,SECRETARIAT,BROADWAY,OKK.THORAIPAKM SEC.COLONY
169,102S,3,CHEPAUK,BROADWAY,OKK.THORAIPAKM SEC.COLONY
170,102S,4,Q.M.C,BROADWAY,OKK.THORAIPAKM SEC.COLONY
171,102S,5,FORESHORE ESTATE,BROADWAY,OKK.THORAIPAKM SEC.COLONY
172,102S,6,A.M.S.HOSPITAL,BROADWAY,OKK.THORAIPAKM SEC.COLONY
173,102S,7,ADYAR O.T.,BROADWAY,OKK.THORAIPAKM SEC.COLONY
174,102S,8,ADYAR DEPOT,BROADWAY,OKK.THORAIPAKM SEC.COLONY
175,102S,9,SRP TOOLS,BROADWAY,OKK.THORAIPAKM SEC.COLONY
176,102S,10,KANDANCHAVADI,BROADWAY,OKK.THORAIPAKM SEC.COLONY
177,102S,11,THORAPPAKKAM TEA SHOP,BROADWAY,OKK.THORAIPAKM SEC.COLONY
178,102S,12,OKK.THORAIPAKM SEC.COLONY,BROADWAY,OKK.THORAIPAKM SEC.COLONY
179,102X,1,BROADWAY,BROADWAY,THIRUPORUR
180,102X,2,SECRETARIAT,BROADWAY,THIRUPORUR
181,102X,3,CHEPAUK,BROADWAY,THIRUPORUR
182,102X,4,Q.M.C,BROADWAY,THIRUPORUR
183,102X,5,FORESHORE ESTATE,BROADWAY,THIRUPORUR
184,102X,6,A.M.S.HOSPITAL,BROADWAY,THIRUPORUR
185,102X,7,ADYAR O.T.,BROADWAY,THIRUPORUR
186,102X,8,INDIRA NAGAR WATER TANK,BROADWAY,THIRUPORUR
187,102X,9,SRP TOOLS,BROADWAY,THIRUPORUR
188,102X,10,KANDANCHAVADI,BROADWAY,THIRUPORUR
189,102X,11,THORAPPAKKAM TEA SHOP,BROADWAY,THIRUPORUR
190,102X,12,MOOTAKARAN CHAVADI,BROADWAY,THIRUPORUR
191,102X,13,KARAPAKKAM,BROADWAY,THIRUPORUR
192,102X,14,SHOZHANGANALLUR P.U.OFFICE,BROADWAY,THIRUPORUR
193,102X,15,KUMARAN NAGAR,BROADWAY,THIRUPORUR
194,102X,16,SEMMANCHERI,BROADWAY,THIRUPORUR
195,102X,17,NAVALUR,BROADWAY,THIRUPORUR
196,102X,18,CHURCH,BROADWAY,THIRUPORUR
197,102X,19,PALAVASTHIC CHEMICALS,BROADWAY,THIRUPORUR
198,102X,20,HINDUSTAN ENG. COLLEGE,BROADWAY,THIRUPORUR
199,102X,21,KELAMBAKKAM,BROADWAY,THIRUPORUR
200,102X,22,CHENGAMMAL RD. JN.,BROADWAY,THIRUPORUR
201,102X,23,KOMAN NAGAR RD JN.,BROADWAY,THIRUPORUR
202,102X,24,KALAVAKKAM TEA STALL,BROADWAY,THIRUPORUR
203,102X,25,THIRUPORUR,BROADWAY,THIRUPORUR
204,104,1,REDHILLS,REDHILLS,TAMBARAM
205,104,2,AYURVEDHA ASHARAMAM,REDHILLS,TAMBARAM
206,104,3,KAVANGARAI,REDHILLS,TAMBARAM
207,104,4,SCREW FACTORY,REDHILLS,TAMBARAM
208,104,5,SURAPEDU,REDHILLS,TAMBARAM
209,104,6,KALLIKUPPAM,REDHILLS,TAMBARAM
210,104,7,PUDUR,REDHILLS,TAMBARAM
211,104,8,AMBATTUR O.T.,REDHILLS,TAMBARAM
212,104,9,DUNLOP,REDHILLS,TAMBARAM
213,104,10,AMBATTUR I.E.,REDHILLS,TAMBARAM
214,104,11,NALAMBUR SERVICE RD,REDHILLS,TAMBARAM
215,104,12,MADURAVOYAL JN,REDHILLS,TAMBARAM
216,104,13,TVS MCC MOTORS,REDHILLS,TAMBARAM
217,104,14,TOLL PLAZA,REDHILLS,TAMBARAM
218,104,15,PORUR JN,REDHILLS,TAMBARAM
219,104,16,MANGADU RD JN,REDHILLS,TAMBARAM
220,104,17,KOVOOR RD JN,REDHILLS,TAMBARAM
221,104,18,PAMMAL ADAYAR BRIDGE,REDHILLS,TAMBARAM
222,104,19,THENDRAL NAGAR,REDHILLS,TAMBARAM
223,104,20,THIRUNEERMALAI RD JN.,REDHILLS,TAMBARAM
224,104,21,PETROL BUNK,REDHILLS,TAMBARAM
225,104,22,MUDICHUR RD JN.,REDHILLS,TAMBARAM
226,104,23,IRUMBULIYUR,REDHILLS,TAMBARAM
227,104,24,TAMBARAM,REDHILLS,TAMBARAM
228,104C,1,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,GUDUVANCHERY
229,104C,2,KOYAMBEDU SCHOOL,M.G.R.KOYAMBEDU,GUDUVANCHERY
230,104C,3,NERKUNDRAM,M.G.R.KOYAMBEDU,GUDUVANCHERY
231,104C,4,MADURAVOYAL,M.G.R.KOYAMBEDU,GUDUVANCHERY
232,104C,5,TVS MCC MOTORS,M.G.R.KOYAMBEDU,GUDUVANCHERY
233,104C,6,TOLL PLAZA,M.G.R.KOYAMBEDU,GUDUVANCHERY
234,104C,7,PORUR JN,M.G.R.KOYAMBEDU,GUDUVANCHERY
235,104C,8,MANGADU RD JN,M.G.R.KOYAMBEDU,GUDUVANCHERY
236,104C,9,KOVOOR RD JN,M.G.R.KOYAMBEDU,GUDUVANCHERY
237,104C,10,PAMMAL ADAYAR BRIDGE,M.G.R.KOYAMBEDU,GUDUVANCHERY
238,104C,11,THENDRAL NAGAR,M.G.R.KOYAMBEDU,GUDUVANCHERY
239,104C,12,THIRUNEERMALAI RD.JN.,M.G.R.KOYAMBEDU,GUDUVANCHERY
240,104C,13,PETROL BUNK,M.G.R.KOYAMBEDU,GUDUVANCHERY
241,104C,14,MUDICHUR RD.JN.,M.G.R.KOYAMBEDU,GUDUVANCHERY
242,104C,15,PERUNGALATHUR,M.G.R.KOYAMBEDU,GUDUVANCHERY
243,104C,16,VANDALUR GATE,M.G.R.KOYAMBEDU,GUDUVANCHERY
244,104C,17,VANDALUR ZOO,M.G.R.KOYAMBEDU,GUDUVANCHERY
245,104C,18,URAPAKKAM,M.G.R.KOYAMBEDU,GUDUVANCHERY
246,104C,19,PALAKKA COMPANY,M.G.R.KOYAMBEDU,GUDUVANCHERY
247,104C,20,GUDUVANCHERY,M.G.R.KOYAMBEDU,GUDUVANCHERY
248,105,1,TAMBARAM WEST,TAMBARAM WEST,SIRUSERI I.T.PARK
249,105,2,TAMBARAM EAST,TAMBARAM WEST,SIRUSERI I.T.PARK
250,105,3,CONVENT,TAMBARAM WEST,SIRUSERI I.T.PARK
251,105,4,MAHALAKSHMI NAGAR,TAMBARAM WEST,SIRUSERI I.T.PARK
252,105,5,S.I.V.E.T,TAMBARAM WEST,SIRUSERI I.T.PARK
253,105,6,MEDAVAKKAM RD.JN.,TAMBARAM WEST,SIRUSERI I.T.PARK
254,105,7,CHITHALAPAKKAM,TAMBARAM WEST,SIRUSERI I.T.PARK
255,105,8,ARASANKAZHANI,TAMBARAM WEST,SIRUSERI I.T.PARK
256,105,9,OTTIAMBAKKAM,TAMBARAM WEST,SIRUSERI I.T.PARK
257,105,10,THAZHAMBUR ROAD JN,TAMBARAM WEST,SIRUSERI I.T.PARK
258,105,11,THAZHAMBUR PANCHAYAT OFFICE,TAMBARAM WEST,SIRUSERI I.T.PARK
259,105,12,NAVALUR,TAMBARAM WEST,SIRUSERI I.T.PARK
260,105,13,SIPCOT,TAMBARAM WEST,SIRUSERI I.T.PARK
261,105,14,SIRUSERI I.T.PARK,TAMBARAM WEST,SIRUSERI I.T.PARK
262,105A,1,TAMBARAM WEST,TAMBARAM WEST,SIRUSERI I.T.PARK
263,105A,2,TAMBARAM EAST,TAMBARAM WEST,SIRUSERI I.T.PARK
264,105A,3,CONVENT,TAMBARAM WEST,SIRUSERI I.T.PARK
265,105A,4,CAMP ROAD,TAMBARAM WEST,SIRUSERI I.T.PARK
266,105A,5,BALAJI NAGAR (BHARATH ENG COL),TAMBARAM WEST,SIRUSERI I.T.PARK
267,105A,6,MADAMBAKKAM KOIL,TAMBARAM WEST,SIRUSERI I.T.PARK
268,105A,7,NOOTHANCHERI,TAMBARAM WEST,SIRUSERI I.T.PARK
269,105A,8,JN.OF MAMBAKKAM & O.BAKKAM RD.,TAMBARAM WEST,SIRUSERI I.T.PARK
270,105A,9,CHITHALAPAKKAM,TAMBARAM WEST,SIRUSERI I.T.PARK
271,105A,10,ARASANKAZHANI,TAMBARAM WEST,SIRUSERI I.T.PARK
272,105A,11,OTTIAMBAKKAM,TAMBARAM WEST,SIRUSERI I.T.PARK
273,105A,12,KARANAI,TAMBARAM WEST,SIRUSERI I.T.PARK
274,105A,13,THALAMBUR,TAMBARAM WEST,SIRUSERI I.T.PARK
275,105A,14,NAVALUR,TAMBARAM WEST,SIRUSERI I.T.PARK
276,105A,15,SIPCOT,TAMBARAM WEST,SIRUSERI I.T.PARK
277,105A,16,SIRUSERI I.T.PARK,TAMBARAM WEST,SIRUSERI I.T.PARK
278,109,1,BROADWAY,BROADWAY,KOVALAM
279,109,2,SECRETARIAT,BROADWAY,KOVALAM
280,109,3,CHEPAUK,BROADWAY,KOVALAM
281,109,4,Q.M.C,BROADWAY,KOVALAM
282,109,5,FORESHORE ESTATE,BROADWAY,KOVALAM
283,109,6,A.M.S.HOSPITAL,BROADWAY,KOVALAM
284,109,7,ADYAR O.T.,BROADWAY,KOVALAM
285,109,8,ADYAR DEPOT,BROADWAY,KOVALAM
286,109,9,THIRUVANMIYUR,BROADWAY,KOVALAM
287,109,10,KOTTIVAKKAM,BROADWAY,KOVALAM
288,109,11,PALAVAKKAM,BROADWAY,KOVALAM
289,109,12,NEELANKARAI,BROADWAY,KOVALAM
290,109,13,VETTUVANKENI,BROADWAY,KOVALAM
291,109,14,CHOLA MANDAL,BROADWAY,KOVALAM
292,109,15,INJAMBAKKAM,BROADWAY,KOVALAM
293,109,16,PANAIYUR,BROADWAY,KOVALAM
294,109,17,UTHANDI VILLAGE,BROADWAY,KOVALAM
295,109,18,KANATHUR,BROADWAY,KOVALAM
296,109,19,NATURE CARE HOSPITAL,BROADWAY,KOVALAM
297,109,20,MUTTUKKADU,BROADWAY,KOVALAM
298,109,21,MUTTUKKADU BOAT YARD,BROADWAY,KOVALAM
299,109,22,KOVALAM,BROADWAY,KOVALAM
300,109CT,1,ADYAR B.S.,ADYAR B.S.,KOVALAM
301,109CT,2,ADYAR DEPOT,ADYAR B.S.,KOVALAM
302,109CT,3,THIRUVANMIYUR,ADYAR B.S.,KOVALAM
303,109CT,4,KOTTIVAKKAM,ADYAR B.S.,KOVALAM
304,109CT,5,PALAVAKKAM,ADYAR B.S.,KOVALAM
305,109CT,6,NEELANKARAI,ADYAR B.S.,KOVALAM
306,109CT,7,VETTUVANKENI,ADYAR B.S.,KOVALAM
307,109CT,8,CHOLA MANDAL,ADYAR B.S.,KOVALAM
308,109CT,9,INJAMBAKKAM,ADYAR B.S.,KOVALAM
309,109CT,10,PANAIYUR,ADYAR B.S.,KOVALAM
310,109CT,11,UTHANDI VILLAGE,ADYAR B.S.,KOVALAM
311,109CT,12,KANATHUR,ADYAR B.S.,KOVALAM
312,109CT,13,NATURE CARE HOSPITAL,ADYAR B.S.,KOVALAM
313,109CT,14,MUTTUKKADU,ADYAR B.S.,KOVALAM
314,109CT,15,MUTTUKKADU BOAT YARD,ADYAR B.S.,KOVALAM
315,109CT,16,KOVALAM,ADYAR B.S.,KOVALAM
316,109T,1,THIRUVOTRIYUR,THIRUVOTRIYUR,KOVALAM
317,109T,2,THRUVOTRIYUR TEMPLE,THIRUVOTRIYUR,KOVALAM
318,109T,3,THANGAL,THIRUVOTRIYUR,KOVALAM
319,109T,4,ANNA NAGAR,THIRUVOTRIYUR,KOVALAM
320,109T,5,ROYAPURAM P.S,THIRUVOTRIYUR,KOVALAM
321,109T,6,CLIVE BATTERY,THIRUVOTRIYUR,KOVALAM
322,109T,7,PARRYS,THIRUVOTRIYUR,KOVALAM
323,109T,8,SECRETARIAT,THIRUVOTRIYUR,KOVALAM
324,109T,9,CHEPAUK,THIRUVOTRIYUR,KOVALAM
325,109T,10,Q.M.C,THIRUVOTRIYUR,KOVALAM
326,109T,11,FORESHORE ESTATE,THIRUVOTRIYUR,KOVALAM
327,109T,12,A.M.S.HOSPITAL,THIRUVOTRIYUR,KOVALAM
328,109T,13,ADYAR O.T.,THIRUVOTRIYUR,KOVALAM
329,109T,14,ADYAR DEPOT,THIRUVOTRIYUR,KOVALAM
330,109T,15,THIRUVANMIYUR,THIRUVOTRIYUR,KOVALAM
331,109T,16,KOTTIVAKKAM,THIRUVOTRIYUR,KOVALAM
332,109T,17,PALAVAKKAM,THIRUVOTRIYUR,KOVALAM
333,109T,18,NEELANKARAI,THIRUVOTRIYUR,KOVALAM
334,109T,19,VETTUVANKENI,THIRUVOTRIYUR,KOVALAM
335,109T,20,CHOLA MANDAL,THIRUVOTRIYUR,KOVALAM
336,109T,21,INJAMBAKKAM,THIRUVOTRIYUR,KOVALAM
337,109T,22,PANAIYUR,THIRUVOTRIYUR,KOVALAM
338,109T,23,UTHANDI VILLAGE,THIRUVOTRIYUR,KOVALAM
339,109T,24,KANATHUR,THIRUVOTRIYUR,KOVALAM
340,109T,25,NATURE CARE HOSPITAL,THIRUVOTRIYUR,KOVALAM
341,109T,26,MUTTUKKADU,THIRUVOTRIYUR,KOVALAM
342,109T,27,MUTTUKKADU BOAT YARD,THIRUVOTRIYUR,KOVALAM
343,109T,28,KOVALAM,THIRUVOTRIYUR,KOVALAM
344,109X,1,BROADWAY,BROADWAY,THIRUPORUR
345,109X,2,SECRETARIAT,BROADWAY,THIRUPORUR
346,109X,3,CHEPAUK,BROADWAY,THIRUPORUR
347,109X,4,Q.M.ARTS COLLEGE,BROADWAY,THIRUPORUR
